Id,SalePrice
1461,128517.50823830834
1462,161633.8952469489
1463,192562.3065896911
1464,194967.00963462447
1465,178595.55439790167
1466,177477.57996374663
1467,190086.1918711065
1468,167409.41881479218
1469,170910.3105996463
1470,118717.55532965848
1471,208151.9153942454
1472,93454.07419404955
1473,104426.3295205301
1474,146440.3417487992
1475,104596.50925366639
1476,372129.2228725471
1477,251793.76857339573
1478,307018.20390880393
1479,244723.30634474554
1480,467285.67493880534
1481,303965.79607079935
1482,205694.77637897685
1483,169248.622336511
1484,156550.3644710996
1485,179631.78620315017
1486,202645.9499059831
1487,332604.0416438875
1488,229545.42656153956
1489,216113.9022733411
1490,229771.66867162366
1491,177629.14132527696
1492,98257.13379001404
1493,196111.18570182746
1494,297263.48316508654
1495,276886.75965004653
1496,217332.81830463413
1497,170912.40202668167
1498,157048.0547515871
1499,153060.87843570902
1500,157669.0793385985
1501,186696.2542334984
1502,148404.35911662175
1503,330575.0598367329
1504,225938.1350873223
1505,215929.1779111542
1506,166886.32426772782
1507,269683.0078502705
1508,195594.5179245012
1509,151628.86334362483
1510,143492.46755746834
1511,143429.2248449401
1512,168536.1097950132
1513,140140.16743582085
1514,194018.65225750275
1515,201093.79855961242
1516,157292.64724210076
1517,163313.5420297141
1518,123241.59838415554
1519,233541.1628262712
1520,133542.4044042303
1521,136972.1866325977
1522,176162.54734390927
1523,106761.82826799563
1524,116634.69314519067
1525,117180.12950520519
1526,129678.66922522734
1527,102410.83580215227
1528,132326.54356818373
1529,146400.17434127704
1530,165644.4934880272
1531,95441.46097301449
1532,109149.48800189134
1533,164736.64484712086
1534,119881.34187754673
1535,167127.56898070851
1536,120095.73527699609
1537,97370.12881029288
1538,177104.39678587712
1539,192415.3040595008
1540,97210.96685258509
1541,149038.74914935557
1542,135937.98088430686
1543,218783.46747804477
1544,83065.78809359917
1545,105424.51523318834
1546,126696.93328539535
1547,148991.50561073367
1548,131359.2111102427
1549,112977.94338416561
1550,148111.59823522385
1551,123373.99253085407
1552,156418.59333279284
1553,152650.80413060024
1554,99299.08203169728
1555,184656.31291120604
1556,87559.77543021916
1557,98309.33632833108
1558,84050.76126970841
1559,121849.76600901307
1560,132399.6613506881
1561,138060.22547486157
1562,119992.91854267559
1563,120713.08500520776
1564,143284.3982227245
1565,150808.7884236552
1566,240708.90518513546
1567,68850.94054591845
1568,214417.88956424533
1569,131496.85390579642
1570,126951.16036766338
1571,123247.65861967661
1572,144084.1667776297
1573,251530.4007924421
1574,99603.72490193996
1575,188391.01438297005
1576,262471.2850337247
1577,200224.9186942558
1578,133282.66715433757
1579,151951.22157898708
1580,196264.24491856107
1581,144922.9646241295
1582,129713.58804204235
1583,365202.32786590053
1584,229921.2361364681
1585,142077.94955364882
1586,75137.85402504286
1587,98488.32865888075
1588,147801.13005502318
1589,110177.27071981867
1590,130838.38567903529
1591,92115.71406503585
1592,125269.64986785217
1593,125127.44954229283
1594,149974.81987506535
1595,124288.33287315525
1596,229391.65945775682
1597,164846.76283987143
1598,192364.36494449555
1599,175219.2610057781
1600,173049.66950598478
1601,64828.58131039977
1602,114224.5352766336
1603,94569.82933862186
1604,269996.7303306141
1605,247831.99083888996
1606,173946.0677308809
1607,203778.70039018238
1608,203460.04319759595
1609,195613.13036648024
1610,166285.27905983958
1611,143000.76588543787
1612,176788.28066662583
1613,171841.98954117508
1614,119499.83324220264
1615,86244.45756914213
1616,61069.505661129944
1617,94455.60358249082
1618,127537.47088025637
1619,150901.12453984658
1620,209963.21112682746
1621,145021.69643755077
1622,128251.77787116107
1623,280237.13627467037
1624,208425.137327816
1625,124407.36252369126
1626,164458.45000844655
1627,190321.75517490195
1628,264022.85662968387
1629,186622.33729282083
1630,395815.7348067303
1631,222592.3723441649
1632,231865.77455354144
1633,173646.12950310027
1634,187606.91216649098
1635,175021.74029307958
1636,160791.61278153624
1637,193809.0027451614
1638,201125.90094439557
1639,180767.36608440595
1640,263722.66845206334
1641,169424.31826434008
1642,210181.0780100965
1643,221525.2399999418
1644,218497.37192974114
1645,182793.14408100862
1646,161940.60176482756
1647,153249.02531915315
1648,134473.84576949675
1649,141032.262171397
1650,120498.42501864248
1651,119372.53190672114
1652,97558.62088421852
1653,101446.12872672964
1654,150875.98332539247
1655,141201.13259440297
1656,143274.84206546718
1657,148961.89265988173
1658,138804.9659095976
1659,118607.70063572489
1660,156186.07356676774
1661,488972.210110515
1662,386481.0543241805
1663,391525.8858519644
1664,445222.8581014935
1665,330155.91130878625
1666,319132.9569006633
1667,378571.4139649246
1668,339940.752661077
1669,294076.50070309127
1670,354752.2382292251
1671,276219.0965284201
1672,481038.0781339814
1673,296798.25867145055
1674,245863.44120190718
1675,190526.74732533036
1676,196477.29839914123
1677,238625.4231063435
1678,447632.6999304969
1679,388634.0217912668
1680,352300.4052204313
1681,259806.0428547738
1682,302905.134486767
1683,171507.03742009055
1684,169853.01427600931
1685,166621.25145137942
1686,167073.23983356214
1687,172946.18188357275
1688,181632.04551774444
1689,182458.3236204949
1690,185877.56556826597
1691,175729.11636210434
1692,256839.3711724049
1693,171132.35055034835
1694,176163.50132924024
1695,170076.92376073115
1696,297135.0020673981
1697,180823.61518447156
1698,371714.6073859215
1699,337423.11804563616
1700,247880.6411304546
1701,249595.30477027074
1702,259794.2723356188
1703,268427.7123199637
1704,302731.75877271924
1705,240366.57937503923
1706,504252.03316496057
1707,213735.91692295618
1708,219391.00445151565
1709,285782.3508527242
1710,222304.83557380902
1711,257081.66516755352
1712,238495.11061729756
1713,301451.98781756527
1714,216535.34461400058
1715,206738.23711487965
1716,207237.6172986997
1717,171914.65050693293
1718,122738.87807723458
1719,191003.97868169527
1720,231075.66751704217
1721,166368.8753124585
1722,119794.01021128599
1723,167417.13806991582
1724,217020.13794321558
1725,232815.27770611673
1726,200933.9786643128
1727,152865.41981728617
1728,184014.49727952224
1729,179196.86147574763
1730,157922.85354176073
1731,117554.76320317994
1732,130708.04786315953
1733,119749.34132191208
1734,126877.6735211435
1735,135088.46750050457
1736,114359.93879047935
1737,329592.11040220584
1738,204486.74026052863
1739,341990.2414399306
1740,261031.68738130198
1741,193897.13313570342
1742,168420.0097472563
1743,178632.74002640136
1744,279718.21992723155
1745,200861.34685161355
1746,189160.19123096234
1747,211289.82245397117
1748,232952.98838168295
1749,149968.9192146296
1750,138854.84227292374
1751,238175.85520443466
1752,122678.96141282532
1753,155848.6745558222
