Id,SalePrice
1461,126398.28028953567
1462,154185.08297814187
1463,195583.53470102465
1464,194888.2051870594
1465,191059.51207411784
1466,176469.67653331556
1467,180110.63362150546
1468,166931.0345957425
1469,184808.32132244602
1470,125678.53058029135
1471,202173.85985531734
1472,94963.64550274827
1473,95494.86423864208
1474,149114.94923092026
1475,106318.62602403511
1476,375952.96631402196
1477,251058.02298938038
1478,298545.03506571497
1479,240979.83195888245
1480,554026.126105124
1481,307724.36336641636
1482,205388.59819635857
1483,170407.23245336837
1484,161418.0667534851
1485,173741.65008272772
1486,191809.95813074918
1487,318905.6239398458
1488,236672.3897320392
1489,202797.4119922709
1490,235007.07722865997
1491,184864.70413789546
1492,90748.80040973151
1493,202633.1120342264
1494,293872.0214684815
1495,283784.9134540702
1496,211426.09960015857
1497,167739.06315837754
1498,150300.86427108472
1499,154414.1164097599
1500,152448.69686052052
1501,174899.49346012494
1502,147000.6746156011
1503,301652.3954205032
1504,235918.15097060095
1505,219405.77210500796
1506,186276.23059313526
1507,275100.0004181595
1508,194668.101336725
1509,151198.25344270325
1510,142192.4760922952
1511,142717.59653742885
1512,179308.89721448952
1513,135593.31554485284
1514,188407.7745012025
1515,232971.5288199178
1516,149068.81508738527
1517,157996.81135985104
1518,126386.99795533557
1519,234656.7885406045
1520,124380.62152076609
1521,131440.52388012703
1522,174992.24776325785
1523,103692.18262209179
1524,116031.15286078904
1525,115815.55022968313
1526,117833.5742047292
1527,101946.25686704507
1528,134395.09486397402
1529,140956.2450252856
1530,182910.4352396193
1531,101162.67914263756
1532,103390.91277699996
1533,171966.65476486715
1534,122596.4972943414
1535,171075.0566126805
1536,118360.51182645245
1537,111151.63383529546
1538,179730.34573539716
1539,205292.94213445674
1540,98648.08383785699
1541,152341.6322921353
1542,138038.45095903028
1543,218808.1860824791
1544,85071.32582199178
1545,111154.75390294404
1546,126374.79392817212
1547,147690.4517008092
1548,135708.08676480825
1549,120203.10662115275
1550,144275.309996175
1551,130530.49802327428
1552,160711.13720063076
1553,141809.21319180308
1554,103939.8599593261
1555,181945.6302611815
1556,80588.44545790054
1557,116311.26820007325
1558,97829.1708462264
1559,126408.24361315722
1560,125076.2561385569
1561,129385.96401883832
1562,126968.70919192281
1563,117353.32625885974
1564,158921.78537809796
1565,153042.53265877848
1566,227250.5589704142
1567,78762.76046106909
1568,214922.47733719388
1569,138108.55171995694
1570,131372.0343488423
1571,128479.99196979741
1572,153761.25604606612
1573,259267.160720101
1574,103202.58974954688
1575,215265.72531461547
1576,239894.234755182
1577,194351.29905117763
1578,130238.36356160261
1579,157139.2109695481
1580,193678.69626649984
1581,152895.13945177375
1582,125158.7519921797
1583,349456.6071721451
1584,231294.01768974747
1585,144858.80024412088
1586,92755.55332094005
1587,98960.41176832936
1588,142491.86556842306
1589,113350.88512667624
1590,134841.11711984887
1591,90652.41924609439
1592,120272.7738149627
1593,126163.55098537955
1594,183305.9004267022
1595,126241.29113290537
1596,228223.68723772696
1597,177266.87220739492
1598,201076.31462703898
1599,188686.39919331856
1600,174799.04935149619
1601,74952.12897660647
1602,116296.69228233173
1603,74338.47471078912
1604,272634.9125030927
1605,248718.2714335546
1606,170798.82397533738
1607,192053.67545720737
1608,229433.56371041085
1609,191933.1777080434
1610,163809.65373307507
1611,140850.50655600108
1612,176759.47201864433
1613,186231.35754737185
1614,123364.28075405871
1615,95046.03329279374
1616,66049.62839329659
1617,97305.43755795796
1618,123676.63681625562
1619,139665.8694093123
1620,219236.40780030398
1621,153965.35610398464
1622,130403.54101215828
1623,267902.56320136663
1624,201610.19996759138
1625,118050.90722152224
1626,170243.50592101755
1627,190945.09034479124
1628,267787.0405870314
1629,175845.06457181607
1630,366933.1933765308
1631,213107.73206339058
1632,230874.45403857194
1633,166222.73561328644
1634,186100.05084980009
1635,180214.38611584442
1636,158310.83251775082
1637,208285.934810415
1638,206377.73332695293
1639,182623.3740888913
1640,262823.76404325344
1641,162824.67208373084
1642,216021.558248747
1643,218727.49892759093
1644,219413.45054987547
1645,204772.26405523112
1646,150927.3051135799
1647,154230.53658081012
1648,128051.55923990371
1649,134027.1714346809
1650,124360.53649526455
1651,127954.89074725888
1652,93004.61899661446
1653,94227.60920034209
1654,144267.07480540607
1655,139317.6558327902
1656,142119.17603206635
1657,143015.09019452718
1658,136675.40688302755
1659,114629.67355776198
1660,148729.85779904478
1661,513429.6046504377
1662,419161.5719895457
1663,412967.2245258716
1664,450336.80607094977
1665,340975.3281623608
1666,306365.6156261527
1667,337742.2661899889
1668,341421.7047378109
1669,291340.4169063293
1670,366883.1548479085
1671,268073.00722877827
1672,521039.08992833114
1673,308072.3456014439
1674,251180.14597560416
1675,195126.77842637975
1676,194063.43348358222
1677,228835.3879464918
1678,503490.5976120956
1679,366189.83507335035
1680,335586.3135699733
1681,260972.75310427917
1682,282447.33157732105
1683,179750.34024465474
1684,174864.50365874445
1685,171228.61282880235
1686,165891.37650722006
1687,160420.377306262
1688,185496.64550003776
1689,186293.04769105872
1690,192709.29196421098
1691,183489.36128046786
1692,264161.90115387
1693,162107.07851335386
1694,184685.87971346546
1695,163410.3128268951
1696,287382.9838432454
1697,170337.77910099202
1698,397161.52040809835
1699,340018.5715287117
1700,239965.36584953222
1701,259956.04017868236
1702,275608.805625385
1703,258950.90381038125
1704,297533.73383787635
1705,228768.34410856987
1706,514971.01955538755
1707,209457.56124003793
1708,214217.45279342975
1709,306662.2060236105
1710,220551.6506846005
1711,253616.09413808293
1712,235060.58136534007
1713,279632.6545014116
1714,212018.68155299406
1715,194886.54647592822
1716,219756.26166249413
1717,172161.952990822
1718,140823.1243809702
1719,189893.26750816513
1720,251879.58963411985
1721,173898.12258686576
1722,140080.221593307
1723,169193.78272672396
1724,225455.2834758797
1725,234131.34731680577
1726,188783.82410670468
1727,161763.40994921894
1728,178514.0678902208
1729,171390.52228749904
1730,156455.26956703028
1731,121042.75660639623
1732,121531.00379465663
1733,117180.19390910957
1734,121442.05840806465
1735,131845.2494866512
1736,112380.60445349658
1737,359493.63162386284
1738,218342.49409176232
1739,321611.228563359
1740,262713.4139660413
1741,208480.40186872904
1742,168150.61721742022
1743,165704.07590720916
1744,292594.1387172747
1745,207543.09639614596
1746,202562.64737692956
1747,209431.3252842897
1748,229720.6573778892
1749,158530.23930143888
1750,136727.98373367614
1751,238537.57339925563
1752,115424.44371999378
1753,156820.91085158667
1754,212789.14857528242
1755,168318.28626207917
1756,139503.43912102922
1757,121906.39131110672
1758,152545.34134185535
1759,169704.28039123863
